4,4,14,21,30,30,31,31,34,34,34,6,6,6,11,12,13,20,23,23,23,26,26,26,33,39,7,7,9,17,17,17,19,19,29,32,37,37,37,39,6,11,16,20,21,24,3,3,6,8,10,11,12,12,13,31,32,32,32,32,32,6,6,6,10,10,11,11,12,12,16,16,20,26,26,26,30,33,36,39,39,39,3,14,14,14,32,34,34,34,7,7,7,9,9,17,17,17,19,19,19,27,29,37,37,10,10,12,30,32,32,2,10,31,5,5,11,20,25,16,26,26,36,36,3,10,11,15,28,30,35,3,6,12,14,14,16,31,31,34,34,34,4,12,12,12,32,32
164,334,418,162,84,248,82,470,84,252,416,42,208,374,136,36,20,24,32,136,324,42,208,376,32,44,214,380,462,132,296,464,212,378,294,188,132,298,464,380,320,114,70,178,82,90,134,466,180,30,454,28,52,218,310,196,52,146,218,312,384,122,290,456,210,378,64,414,142,312,210,378,292,124,290,456,378,146,210,122,288,454,444,114,282,448,114,116,282,448,116,284,450,204,370,34,202,370,122,286,454,118,372,34,370,120,288,188,288,202,298,6,6,6,336,478,250,474,478,238,154,320,68,404,492,494,494,494,494,494,494,174,346,384,52,386,262,52,218,50,218,386,242,114,280,448,282,448
0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.84853,0.95244,0.95244,0.95244,0.95244,1.0691,0.95244,0.84853,1.0691,0.95244,1.0691,1.0691,0.95244,0.95244,0.95244,0.95244,0.95244,1.0691,0.95244,0.95244,0.84853,1.0691,0.95244,0.95244,0.95244,0.95244,0.84853,0.95244,0.95244,0.95244,0.95244,0.84853,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.84853,0.95244,0.95244,0.84853,0.84853,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,1.0691,0.95244,0.95244,0.95244,0.84853,0.84853,1.0691,1.0691,0.95244,0.95244,0.95244,0.84853,0.84853,0.95244,0.95244,0.95244,0.84853,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,1.0691,1.0691,1.0691,1.0691,1.0691,0.95244,0.95244,1.0691,0.95244,1.0691,1.0691,0.95244,0.95244,0.95244,0.95244,0.95244,1.0691,0.84853,0.84853,0.84853,0.84853,0.84853,0.84853,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244,0.95244
5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.0797,5.7018,5.7018,5.7018,5.7018,6.4,5.7018,5.0797,6.4,5.7018,6.4,6.4,5.7018,5.7018,5.7018,5.7018,5.7018,6.4,5.7018,5.7018,5.0797,6.4,5.7018,5.7018,5.7018,5.7018,5.0797,5.7018,5.7018,5.7018,5.7018,5.0797,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.0797,5.7018,5.7018,5.0797,5.0797,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,6.4,5.7018,5.7018,5.7018,5.0797,5.0797,6.4,6.4,5.7018,5.7018,5.7018,5.0797,5.0797,5.7018,5.7018,5.7018,5.0797,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,6.4,6.4,6.4,6.4,6.4,5.7018,5.7018,6.4,5.7018,6.4,6.4,5.7018,5.7018,5.7018,5.7018,5.7018,6.4,5.0797,5.0797,5.0797,5.0797,5.0797,5.0797,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018,5.7018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.50752,-1.901,-0.92557,0.0068573,-0.11389,-0.24289,0.76337,-2.1192,-0.74442,-1.125,-0.34384,3.0674,3.4598,2.7341,-1.1186,0.32973,3.4792,-0.75724,4.4092,4.7445,-1.1643,3.6791,3.5482,3.1493,-0.61613,-3.9803,3.3681,3.2376,-3.2361,0.11344,1.6271,0.41961,-4.0445,-4.1317,-3.6997,-2.6066,0.80154,0.59825,0.50071,-3.9513,-0.88247,-1.7103,-1.5921,1.9432,-0.075964,-0.6169,4.2422,4.731,-1.6869,-0.81039,-2.7193,-0.60576,3.7712,4.3414,2.7639,-0.84767,3.8467,-0.092238,3.6877,-0.5572,3.8686,1.8978,2.6524,2.6402,1.3884,-0.085692,-2.6483,1.1958,0.62459,-0.0023023,0.43574,1.8328,1.0565,2.5742,2.487,2.2063,1.0167,3.9934,1.6641,-1.3758,-1.8713,-1.1107,-0.30013,1.229,0.51179,1.6897,3.3352,1.7424,1.3925,1.6856,-1.4954,-0.5341,-1.1694,-1.2095,-0.8129,-0.085988,-0.78188,-1.0039,-1.5825,-1.2922,-1.3483,-0.30574,-0.70009,-0.44164,-0.6192,-2.8819,-1.1971,-1.6417,-1.8616,0.96049,-0.8515,6.1438,5.9515,10.613,3.2698,-2.6423,0.87398,-3.8435,-2.4167,-1.8816,-2.071,-2.2423,-2.0724,-2.3753,6.0318,7.1493,11.514,5.7843,8.3202,7.1575,5.3486,0.94199,-0.0075142,3.546,1.4084,1.7072,-1.5454,2.2952,1.9691,2.2088,1.3806,1.8281,-0.60573,3.6892,3.4576,3.6106,3.8094,3.5297
-0.50752,-1.901,-0.92557,0.0068573,-0.11389,-0.24289,0.76337,-2.1192,-0.74442,-1.125,-0.34384,3.0674,3.4598,2.7341,-1.1186,0.32973,3.4792,-0.75724,4.4092,4.7445,-1.1643,3.6791,3.5482,3.1493,-0.61613,-3.9803,3.3681,3.2376,-3.2361,0.11344,1.6271,0.41961,-4.0445,-4.1317,-3.6997,-2.6066,0.80154,0.59825,0.50071,-3.9513,-0.88247,-1.7103,-1.5921,1.9432,-0.075964,-0.6169,4.2422,4.731,-1.6869,-0.81039,-2.7193,-0.60576,3.7712,4.3414,2.7639,-0.84767,3.8467,-0.092238,3.6877,-0.5572,3.8686,1.8978,2.6524,2.6402,1.3884,-0.085692,-2.6483,1.1958,0.62459,-0.0023023,0.43574,1.8328,1.0565,2.5742,2.487,2.2063,1.0167,3.9934,1.6641,-1.3758,-1.8713,-1.1107,-0.30013,1.229,0.51179,1.6897,3.3352,1.7424,1.3925,1.6856,-1.4954,-0.5341,-1.1694,-1.2095,-0.8129,-0.085988,-0.78188,-1.0039,-1.5825,-1.2922,-1.3483,-0.30574,-0.70009,-0.44164,-0.6192,-2.8819,-1.1971,-1.6417,-1.8616,0.96049,-0.8515,6.1438,5.9515,10.613,3.2698,-2.6423,0.87398,-3.8435,-2.4167,-1.8816,-2.071,-2.2423,-2.0724,-2.3753,6.0318,7.1493,11.514,5.7843,8.3202,7.1575,5.3486,0.94199,-0.0075142,3.546,1.4084,1.7072,-1.5454,2.2952,1.9691,2.2088,1.3806,1.8281,-0.60573,3.6892,3.4576,3.6106,3.8094,3.5297
-0.50752,-1.901,-0.92557,0.0068573,-0.11389,-0.24289,0.76337,-2.1192,-0.74442,-1.125,-0.34384,3.0674,3.4598,2.7341,-1.1186,0.32973,3.4792,-0.75724,4.4092,4.7445,-1.1643,3.6791,3.5482,3.1493,-0.61613,-3.9803,3.3681,3.2376,-3.2361,0.11344,1.6271,0.41961,-4.0445,-4.1317,-3.6997,-2.6066,0.80154,0.59825,0.50071,-3.9513,-0.88247,-1.7103,-1.5921,1.9432,-0.075964,-0.6169,4.2422,4.731,-1.6869,-0.81039,-2.7193,-0.60576,3.7712,4.3414,2.7639,-0.84767,3.8467,-0.092238,3.6877,-0.5572,3.8686,1.8978,2.6524,2.6402,1.3884,-0.085692,-2.6483,1.1958,0.62459,-0.0023023,0.43574,1.8328,1.0565,2.5742,2.487,2.2063,1.0167,3.9934,1.6641,-1.3758,-1.8713,-1.1107,-0.30013,1.229,0.51179,1.6897,3.3352,1.7424,1.3925,1.6856,-1.4954,-0.5341,-1.1694,-1.2095,-0.8129,-0.085988,-0.78188,-1.0039,-1.5825,-1.2922,-1.3483,-0.30574,-0.70009,-0.44164,-0.6192,-2.8819,-1.1971,-1.6417,-1.8616,0.96049,-0.8515,6.1438,5.9515,10.613,3.2698,-2.6423,0.87398,-3.8435,-2.4167,-1.8816,-2.071,-2.2423,-2.0724,-2.3753,6.0318,7.1493,11.514,5.7843,8.3202,7.1575,5.3486,0.94199,-0.0075142,3.546,1.4084,1.7072,-1.5454,2.2952,1.9691,2.2088,1.3806,1.8281,-0.60573,3.6892,3.4576,3.6106,3.8094,3.5297
0.10254,0.063982,0.091179,0.1237,0.006056,0.0069971,0.11906,0.094432,0.068833,0.060444,0.14153,0,0.094195,0.1036,0.11381,0,0,0,0,0,0.058935,0.10814,0.24404,0.17507,0,0.06615,0.21348,0.15544,0.24324,0.17824,0.21559,0.1717,0.20739,0.16283,0.14267,0.011039,0.1734,0.24183,0.063703,0.19311,0,0,6.3278e-05,0,0.06071,0.001175,0,0,0.038949,0,0.00055342,0,0.013434,0.071359,0.0080126,0,0,0.0075676,0.042507,0.00032925,0.030612,0,0,0,0,0,0.10335,0.074349,0.0019247,0,0,0.0094379,0.0045827,0,0,0,0,0,0.00057247,0,0.016002,0,0,0.046597,0.049396,0,0,0.0024153,0.018382,0.0095197,0.076308,0.084536,0.12042,0,0.00025787,0,0.00035499,0.0045846,0.0064127,0.07731,0.0031078,0.15175,0.00014231,0.00032083,0.0070752,0,0,0.00059816,0,0,0,0,0,0,0.0079844,0.011576,0.057755,0.0057249,0.0044386,0,0,0,0.0036165,0.00098041,0.074426,0.0021752,0.0062563,0.016855,0.25517,0.0064087,0.011563,0.0014255,0.076593,0.1233,0.22164,0.26468,0.039143,0.087756,0.086566,0.22023,0.22328,0.27074,0.034955,0,0,0,0,0
0.30894,0.31125,0.30355,0.2923,0.29026,0.2911,0.28836,0.28941,0.30269,0.30248,0.30078,0.34706,0.29874,0.32598,0.32364,0.32635,0.33175,0.22899,0.32754,0.30386,0.30917,0.34253,0.29552,0.3135,0.33702,0.30977,0.31786,0.29042,0.32206,0.34834,0.35208,0.32345,0.33852,0.33811,0.36864,0.32017,0.34469,0.34032,0.3181,0.3514,0.28862,0.29286,0.24902,0.30619,0.30022,0.29249,0.29912,0.30486,0.31343,0.29414,0.30966,0.28396,0.30129,0.25036,0.30014,0.28877,0.30079,0.24256,0.30799,0.18852,0.30664,0.25648,0.23471,0.26732,0.2916,0.30022,0.19339,0.27972,0.2571,0.22592,0.25319,0.25917,0.10517,0.26796,0.30343,0.29549,0.30484,0.22514,0.2272,0.29758,0.11563,0.20288,0.29564,0.20245,0.24362,0.20272,0.30608,0.29037,0.25531,0.27885,0.10754,0.14807,0.056398,0.17203,0.2427,0.31431,0.27216,0.22623,0.14199,0.21732,0.092925,0.095845,0.23543,0.3166,0.1537,0.33143,0.31455,0.30663,0.3088,0.31345,0.32449,0,0,0,0.28431,0.2229,0.2851,0.14634,0.21446,0.28235,0.28174,0.28255,0.27017,0.28301,0.30573,0.34546,0.3255,0.3349,0.25,0.34648,0.35356,0.24272,0.27497,0.28671,0.20844,0.16039,0.29678,0.21695,0.246,0.18183,0.1953,0.22491,0.28214,0.29705,0.30192,0.30826,0.30032,0.29908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044095,0.035552,0.038887,0.035822,0.1407,0.13742,0.046495,0.0030033,0.073204,0.035875,0.028493,0,0.036342,0.011523,0.022709,0,0,0,0.0015315,0,0.016111,0.012027,0.027142,0.019471,0,0.0073572,0.023743,0.016242,0.082304,0.026784,0.023977,0.025739,0.030902,0.0025454,0.015868,0.066231,0.02768,0.033709,0.016729,0.021477,0.12507,0.19826,0.097808,0.10533,0.069217,0.26325,0,0,0.044465,0,0.06619,0,0.0014941,0.0079365,0.0092426,0.0022685,0,0.00084166,0.010042,0.0023119,0.013399,0.036877,0.036545,0.051272,0.050816,0.030171,0.034968,0.043688,0.0062526,0.0031394,0.00049421,0.0072326,0.0057912,0.082508,0.092428,0.065517,0.031698,0.043578,0.021733,0.070373,0.0028824,0.053007,0.14288,0.077855,0.08049,0.057673,0.13472,0.13098,0.09637,0.11175,0.0094164,0.012549,0.013394,0.020227,0.0001472,0,0.0010451,0.0026948,0.014065,0.0085984,0.0067978,0.016877,1.5827e-05,3.5682e-05,0.0012711,0.19812,0.12671,0.30663,0.19592,0.16445,0.23388,0,0,0,0.081332,0.019793,0.064546,0.0019886,0.0075887,0.1142,0.11732,0.12675,0.084179,0.091441,0.025183,0.0091886,0.063604,0.031077,0.026251,0.031804,0.034296,0.00015854,0.03209,0.018576,0.024651,0.033916,0.050893,0.017055,0.014333,0.024494,0.027695,0.031632,0.22198,0.29705,0.26623,0.23759,0.30032,0.29908
0.30894,0.31125,0.30355,0.2923,0.29026,0.2911,0.28836,0.28941,0.30269,0.30248,0.30078,0.34706,0.36419,0.32598,0.32364,0.32635,0.34597,0.34615,0.32754,0.30386,0.30917,0.34253,0.32021,0.3135,0.33702,0.30977,0.31786,0.29042,0.32499,0.34834,0.35208,0.32345,0.33852,0.33811,0.36864,0.32017,0.34469,0.34032,0.3181,0.3514,0.28862,0.29286,0.25987,0.30619,0.30022,0.29249,0.29912,0.30486,0.31343,0.29414,0.30966,0.28396,0.30129,0.31697,0.30014,0.28877,0.30079,0.30673,0.30799,0.29214,0.30664,0.24421,0.24398,0.25961,0.2916,0.30022,0.26886,0.287,0.29635,0.30574,0.26684,0.27941,0.22513,0.3073,0.23913,0.24484,0.30484,0.24281,0.24531,0.24119,0.17853,0.1814,0.2786,0.28975,0.2975,0.23852,0.26024,0.27375,0.29298,0.29135,0.24521,0.28498,0.21161,0.23194,0.31249,0.31431,0.32405,0.28421,0.17528,0.29273,0.11006,0.25289,0.30968,0.3166,0.24394,0.33143,0.31455,0.30663,0.3088,0.31345,0.32449,0,0,0,0.28431,0.33781,0.2851,0.30655,0.32357,0.28235,0.28174,0.28255,0.28053,0.28301,0.35411,0.34546,0.32411,0.32396,0.34095,0.34648,0.30353,0.28694,0.29919,0.28671,0.28431,0.28487,0.29678,0.29616,0.29815,0.29166,0.28805,0.28639,0.28214,0.26687,0.30192,0.30826,0.30032,0.29699
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
